dataset,discard,notes,phenomenon,gramm_id,gramm_sentence,ungramm_id,ungramm_sentence
LI,,,,34.1.phillips.88b.g.06,"Kelsey hoped to win the marathon, and Christian hoped to win the tennis tournament.",34.1.phillips.88b.*.06,"Kelsey hoped to win the marathon, and Christian did to win the tennis tournament."
LI,,,,34.1.phillips.88b.g.07,"Julian learned to drive, and Rita learned to compose music.",34.1.phillips.88b.*.07,"Julian learned to drive, and Rita did to compose music."
LI,,,,34.1.phillips.88b.g.08,"Natalie refused to bike to work, and Gabrielle refused to drive.",34.1.phillips.88b.*.08,"Natalie refused to bike to work, and Gabrielle did to drive."
LI,X,ng,,34.1.phillips.92b.g.01,Wendy stood more buckets than Peter did in the garage.,34.1.phillips.93b.?*.01,Wendy stood more buckets in the garage than Peter did in the basement.
LI,X,ng,,34.1.phillips.92b.g.02,John put more books than Bill did on the table.,34.1.phillips.93b.?*.02,John put more books on the table than Bill did on the floor.
LI,X,ng,,34.1.phillips.92b.g.03,Sarah gave more children than Susan did candy.,34.1.phillips.93b.?*.03,Sarah gave more children candy than Susan did cookies.
LI,X,ng,,34.1.phillips.92b.g.04,Greg put more onions than Lana did in the soup.,34.1.phillips.93b.?*.04,Greg put more onions in the soup than Lana did in the salad.
LI,X,ng,,34.1.phillips.92b.g.05,Dwayne gave more charities than Frieda did money.,34.1.phillips.93b.?*.05,Dwayne gave more charities money than Frieda did food.
LI,X,ng,,34.1.phillips.92b.g.06,The instructor put more solutions than the TA did on the board.,34.1.phillips.93b.?*.06,The instructor put more solutions on the board than the TA did on the handout.
LI,X,ng,,34.1.phillips.92b.g.07,The farmer gave more horses than the farmhand did oats.,34.1.phillips.93b.?*.07,The farmer gave more horses oats than the farmhand did hay.
LI,X,ng,,34.1.phillips.92b.g.08,The maid put more towels than the butler did in the bathroom.,34.1.phillips.93b.?*.08,The maid put more towels in the bathroom than the butler did in the kitchen.
LI,,,,34.1.phillips.96a.g.01,"John intended to give the children something nice to eat, and give the children a generous handful of candy he did.",34.1.phillips.96a.*.01,"John intended to give the children something nice to eat, and give the children he did a generous handful of candy."
LI,,,,34.1.phillips.96a.g.02,"Becky wanted to give the students something good to write about, and give the students a great group of topics she did.",34.1.phillips.96a.*.02,"Becky wanted to give the students something good to write about, and give the students she did a great group of topics."
LI,,,,34.1.phillips.96a.g.03,"Jason decided to give his teammates something healthy to drink, and give his teammates a bottle of Gatorade he did.",34.1.phillips.96a.*.03,"Jason decided to give his teammates something healthy to drink, and give his teammates he did a bottle of Gatorade."
LI,,,,34.1.phillips.96a.g.04,"Glen wanted to give the clients something yummy to snack on, and give the clients a platter of treats he did.",34.1.phillips.96a.*.04,"Glen wanted to give the clients something yummy to snack on, and give the clients he did a platter of treats."
LI,,(charities don't wear things),,34.1.phillips.96a.g.05,"Kimberly wanted to give the charity something warm to wear, and give the charity a bundle of jackets she did.",34.1.phillips.96a.*.05,"Kimberly wanted to give the charity something warm to wear, and give the charity she did a bundle of jackets."
LI,,wrong structure: infinitive is supposed to contain an object gap; instead we've now got a rationale clause,,34.1.phillips.96a.g.06,"Steve intended to give the parents something special to commemorate graduation, and give the parents a large plaque he did.",34.1.phillips.96a.*.06,"Steve intended to give the parents something special to commemorate graduation, and give the parents he did a large plaque."
LI,,,,34.1.phillips.96a.g.07,"Kylie decided to give the guests something comfortable to sleep on, and give the guests a large padded bed she did.",34.1.phillips.96a.*.07,"Kylie decided to give the guests something comfortable to sleep on, and give the guests she did a large padded bed."
LI,,,,34.1.phillips.96a.g.08,"Calvin intended to give the chefs something difficult to cook, and give the chefs a handful of challenging recipes he did.",34.1.phillips.96a.*.08,"Calvin intended to give the chefs something difficult to cook, and give the chefs he did a handful of challenging recipes."
LI,,,,34.2.caponigro.13a.g.01,The flute was being played by the soloist.,34.2.caponigro.13b.*.01,The flute was being shiny.
LI,,,,34.2.caponigro.13a.g.02,The bracelet was being inspected by the jeweler.,34.2.caponigro.13b.*.02,The bracelet was being sparkly.
LI,,,,34.2.caponigro.13a.g.03,The table was being set by the waiter.,34.2.caponigro.13b.*.03,The table was being heavy.
LI,,,,34.2.caponigro.13a.g.04,The movie was being filmed in Toronto.,34.2.caponigro.13b.*.04,The movie was being scary.
LI,,,,34.2.caponigro.13a.g.05,The song was being released as a single.,34.2.caponigro.13b.*.05,The song was being catchy.
LI,,,,34.2.caponigro.13a.g.06,The floor was being cleaned by the janitor.,34.2.caponigro.13b.*.06,The floor was being slippery.
LI,,,,34.2.caponigro.13a.g.07,The popcorn was being cooked by the snack bar attendant.,34.2.caponigro.13b.*.07,The popcorn was being buttery.
LI,,,,34.2.caponigro.13a.g.08,The bed was being assembled by the delivery men.,34.2.caponigro.13b.*.08,The bed was being comfortable.
LI,,,,34.2.panagiotidis.6.g.01,We students of physics are taller than you students of chemistry.,34.2.panagiotidis.6.*.01,We students of physics are taller than you of chemistry.
LI,,,,34.2.panagiotidis.6.g.02,We speakers of English are more numerous than you speakers of Japanese.,34.2.panagiotidis.6.*.02,We speakers of English are more numerous than you of Japanese.
LI,,,,34.2.panagiotidis.6.g.03,We citizens of California are tanner than you citizens of Maine.,34.2.panagiotidis.6.*.03,We citizens of California are tanner than you of Maine.
LI,,,,34.2.panagiotidis.6.g.04,We graduates of college are just as unemployed as you graduates of high school.,34.2.panagiotidis.6.*.04,We graduates of college are just as unemployed as you of high school.
LI,,,,34.2.panagiotidis.6.g.05,We majors in biology are just as smart as you majors of mathematics.,34.2.panagiotidis.6.*.05,We majors in biology are just as smart as you of mathematics.
LI,,,,34.2.panagiotidis.6.g.06,We drinkers of tea are just as hyper as you drinkers of coffee.,34.2.panagiotidis.6.*.06,We drinkers of tea are just as hyper as you of coffee.
LI,,,,34.2.panagiotidis.6.g.07,We users of PCs are just as competent as you users of Macs.,34.2.panagiotidis.6.*.07,We users of PCs are just as competent as you of Macs.
LI,,,,34.2.panagiotidis.6.g.08,We supporters of democrats are just as worried about the economy as you supporters of republicans.,34.2.panagiotidis.6.*.08,We supporters of democrats are just as worried about the economy as you of republicans.
LI,,,,34.3.heycock.16.g.01,He was the judge.,34.3.heycock.16.*.01,He was judge.
LI,,,,34.3.heycock.16.g.02,She was the winner.,34.3.heycock.16.*.02,She was winner.
LI,,,,34.3.heycock.16.g.03,I was the loser.,34.3.heycock.16.*.03,I was loser.
LI,,(subjects mismatch),,34.3.heycock.16.g.04,He was the culprit.,34.3.heycock.16.*.04,It was culprit.
LI,,(subjects mismatch),,34.3.heycock.16.g.05,She was the problem.,34.3.heycock.16.*.05,It was problem.
LI,,,,34.3.heycock.16.g.06,I was the coach.,34.3.heycock.16.*.06,I was coach.
LI,,,,34.3.heycock.16.g.07,She was the teacher.,34.3.heycock.16.*.07,She was teacher.
LI,,,,34.3.heycock.16.g.08,He was the assistant.,34.3.heycock.16.*.08,He was assistant.
LI,,,,34.3.heycock.30c.g.01,The cat and dog that were fighting all the time had to be separated.,34.3.heycock.30c.?*.01,Cat and dog that were fighting all the time had to be separated.
LI,,,,34.3.heycock.30c.g.02,The brother and sister that were playing all the time had to be sent to bed.,34.3.heycock.30c.?*.02,Brother and sister that were playing all the time had to be sent to bed.
LI,,,,34.3.heycock.30c.g.03,The boss and employee that were disagreeing all the time had to be transferred.,34.3.heycock.30c.?*.03,Boss and employee that were disagreeing all the time had to be transferred.
LI,,,,34.3.heycock.30c.g.04,The salesman and client that were negotiating all the time had to be reassigned.,34.3.heycock.30c.?*.04,Salesman and client that were negotiating all the time had to be reassigned.
LI,,,,34.3.heycock.30c.g.05,The husband and wife that were constantly bickering filed for divorce.,34.3.heycock.30c.?*.05,Husband and wife that were constantly bickering filed for divorce.
LI,,‘move' → 'moved',,34.3.heycock.30c.g.06,The teacher and student that were constantly arguing had to be move to different classes.,34.3.heycock.30c.?*.06,Teacher and student that were constantly arguing had to be move to different classes.
LI,,,,34.3.heycock.30c.g.07,The maid and butler that were constantly gossiping had to be sent to different houses.,34.3.heycock.30c.?*.07,Maid and butler that were constantly gossiping had to be sent to different houses.
LI,,,,34.3.heycock.30c.g.08,The actor and actress that were constantly fighting had to be moved to different scenes.,34.3.heycock.30c.?*.08,Actor and actress that were constantly fighting had to be moved to different scenes.
LI,,VERIFY,,34.3.heycock.37b.g.01,The knife with the golden blade and the fork with the silver handle go on the left.,34.3.heycock.37b.??.01,Knife with the golden blade and fork with the silver handle go on the left.
LI,,VERIFY,,34.3.heycock.37b.g.02,The chair with the brown cushion and the desk with the large drawers are in the study.,34.3.heycock.37b.??.02,Chair with the brown cushion and desk with the large drawers are in the study.
LI,,VERIFY,,34.3.heycock.37b.g.03,The pencil with the blue eraser and the binder with the black cover are in the top drawer.,34.3.heycock.37b.??.03,Pencil with the blue eraser and binder with the black cover are in the top drawer.
LI,,VERIFY,,34.3.heycock.37b.g.04,The dress with the purple dots and the headband with the white stripes are in your dresser.,34.3.heycock.37b.??.04,Dress with the purple dots and headband with the white stripes are in your dresser.
LI,,(bare plural should be fine!),,34.3.heycock.37b.g.05,The shoes with the red laces and the boots with the brown buckles are in your closet.,34.3.heycock.37b.??.05,Shoes with the red laces and boots with the brown buckles are in your closet.
LI,,VERIFY,,34.3.heycock.37b.g.06,The laptop with the silver case and the ipod with the pink earbuds are in your suitcase.,34.3.heycock.37b.??.06,Laptop with the silver case and ipod with the pink earbuds are in your suitcase.
LI,,VERIFY,,34.3.heycock.37b.g.07,The hula-hoop with green stripes and the jump rope with orange handles are in the garage.,34.3.heycock.37b.??.07,Hula-hoop with green stripes and jump rope with orange handles are in the garage.
LI,,VERIFY,,34.3.heycock.37b.g.08,The hammer with the black handle and the screwdriver with the square tip are in your toolbox.,34.3.heycock.37b.??.08,Hammer with the black handle and screwdriver with the square tip are in your toolbox.
LI,,,,34.3.heycock.55a.g.01,The fork is silver-plated and the bowl is enameled.,34.3.heycock.55a.*.01,Fork is silver-plated and bowl is enameled.
LI,,,,34.3.heycock.55a.g.02,The blanket is white and the quilt is green.,34.3.heycock.55a.*.02,Blanket is white and quilt is green.
LI,,,,34.3.heycock.55a.g.03,The window is broken and the door is open.,34.3.heycock.55a.*.03,Window is broken and door is open.
LI,,,,34.3.heycock.55a.g.04,The peanut is sweet and the pretzel is salty.,34.3.heycock.55a.*.04,Peanut is sweet and pretzel is salty.
LI,,,,34.3.heycock.55a.g.05,The book is long and the essay is short.,34.3.heycock.55a.*.05,Book is long and essay is short.
LI,,,,34.3.heycock.55a.g.06,The sunflower is yellow and the rose is red.,34.3.heycock.55a.*.06,Sunflower is yellow and rose is red.
LI,,,,34.3.heycock.55a.g.07,The table is hard and the bed is soft.,34.3.heycock.55a.*.07,Table is hard and bed is soft.
LI,,,,34.3.heycock.55a.g.08,The TV is big and the radio is small.,34.3.heycock.55a.*.08,TV is big and radio is small.
LI,,,,34.3.heycock.66.g.01,This is a table.,34.3.heycock.66.*.01,This is table.
LI,,,,34.3.heycock.66.g.02,This is a book.,34.3.heycock.66.*.02,This is book.
LI,,,,34.3.heycock.66.g.03,This is a cabinet.,34.3.heycock.66.*.03,This is cabinet.
LI,,,,34.3.heycock.66.g.04,This is a car.,34.3.heycock.66.*.04,This is car.
LI,,,,34.3.heycock.66.g.05,This is a fan.,34.3.heycock.66.*.05,This is fan.
LI,,,,34.3.heycock.66.g.06,This is a pen.,34.3.heycock.66.*.06,This is pen.
LI,,,,34.3.heycock.66.g.07,This is a shelf.,34.3.heycock.66.*.07,This is shelf.
LI,,,,34.3.heycock.66.g.08,This is a computer.,34.3.heycock.66.*.08,This is computer.
LI,,"[our relative clauses end with nouns rather than verbs, resulting in recency preference attaching 's low and causing a big garden path]",,34.3.heycock.82a.g.01,The collar of the dog that I saw was leather.,34.3.heycock.82a.*.01,The dog that I saw's collar was leather.
