dataset,notes,typo?,id,sentence,judgement
LI,,,34.4.boskovic.3c.*.05,They knew and we saw Mark would skip work.,-0.42363
LI,,,34.4.boskovic.3c.*.06,They saw and we confirmed Andrea would present her artwork.,-0.57877
LI,,,34.4.boskovic.3c.*.07,They denied and we suspected Sean would buy the car.,-0.12009
LI,,,34.4.boskovic.3c.*.08,They affirmed but we denied Mary would tell the truth.,-0.39093
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.01,Mary believed Peter finished school and Bill Peter got a job.,-1.02453
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.02,Laurie believed Eric won the gold medal and Sally Eric won the silver medal.,-0.60061
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.03,Ernie believed Jackie passed the test and Louie Jackie got an A.,-0.85942
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],that Dewey'→'Dewey that',34.4.boskovic.3d.*.04,Donald believed Joe finished his homework and Dewey Joe took a nap.,-0.36575
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.05,Sarah believed Daniel grew a few inches and Richard Daniel gained some weight.,0.094948
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.06,Raymond believed Amy practiced her music and Danielle Amy won a competition.,-0.58047
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.07,Matt believed Ben read a book and Lilly Ben watched a movie.,-0.66749
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.08,Mary believed Tommy drank his milk and Brandon Tommy ate the vegetables.,-0.46888
LI,,,34.4.boskovic.3e.*.01,"John likes Mary, Jane didn't believe.",-0.62529
LI,,,34.4.boskovic.3e.*.02,"Chris hates vegetables, Helen didn't believe.",-0.64089
LI,,,34.4.boskovic.3e.*.03,"Mike pushed the little girl, Bianca didn't believe.",-0.61239
LI,,,34.4.boskovic.3e.*.04,"Emma ate the whole cake, her mother didn't believe.",-0.71574
LI,,,34.4.boskovic.3e.*.05,"Debbie cheated on her husband, her friends didn't believe.",-0.97876
LI,,,34.4.boskovic.3e.*.06,"Leonard drank the whole bottle, Michael didn't believe.",-0.52024
LI,,,34.4.boskovic.3e.*.07,"Wesley stole the shirt, his girlfriend didn't believe.",-0.756
LI,,,34.4.boskovic.3e.*.08,"Addison bit the boy, Jena didn't believe.",-0.55256
LI,,,34.4.boskovic.4a.g.01,It seemed at that time that David had left.,0.77017
LI,,,34.4.boskovic.4a.g.02,It seemed at that time that Mark had quit.,0.631803
LI,,,34.4.boskovic.4a.g.03,It seemed at that time that Michelle had won.,0.624145
LI,,,34.4.boskovic.4a.g.04,It seemed at that time that Stacey had been hired.,1.565559
LI,,,34.4.boskovic.4a.g.05,It seemed at that time that Tom had moved.,0.368596
LI,,,34.4.boskovic.4a.g.06,It seemed at that time that Clara had been promoted.,0.77897
LI,,,34.4.boskovic.4a.g.07,It seemed at that time that Adam had been fired.,0.388384
LI,,,34.4.boskovic.4a.g.08,It seemed at that time that Robert had confessed.,0.538818
LI,,,34.4.boskovic.4b.g.01,What the students believe is that they will pass the exam.,0.139214
LI,,,34.4.boskovic.4b.g.02,What the athletes believe is that they will win the game.,0.523292
LI,,,34.4.boskovic.4b.g.03,What the squirrels believe is that they will find food.,0.404791
LI,,,34.4.boskovic.4b.g.04,What the robbers believe is that they will escape the cops.,0.400603
LI,,,34.4.boskovic.4b.g.05,What the detectives believe is that they will solve the case.,0.128221
LI,,,34.4.boskovic.4b.g.06,What they children believe is that they will get some candy.,-0.66176
LI,,,34.4.boskovic.4b.g.07,What the runners believe is that they will win the race.,-0.23705
LI,,,34.4.boskovic.4b.g.08,What the police believe is that they will catch the thief.,0.272325
LI,,missing 'that'!,34.4.boskovic.4c.g.01,They suspected and we believed Peter would visit the hospital.,-0.2319
LI,,,34.4.boskovic.4c.g.02,They believed and we thought that Jamie would finish the assignment.,-0.35571
LI,,,34.4.boskovic.4c.g.03,They thought and we expected that Charles would read his speech.,-0.64867
LI,,,34.4.boskovic.4c.g.04,They expected and we knew that Courtney would ride the elephant.,-0.34035
LI,,,34.4.boskovic.4c.g.05,They knew and we saw that Mark would skip work.,-0.25702
LI,,,34.4.boskovic.4c.g.06,They saw and we confirmed that Andrea would present her artwork.,-0.00962
LI,,,34.4.boskovic.4c.g.07,They denied and we suspected that Sean would buy the car.,-0.14014
LI,,,34.4.boskovic.4c.g.08,They affirmed but we denied that Mary would tell the truth.,0.245829
LI,,,34.4.boskovic.4d.g.01,Mary believed that Peter finished school and Bill that Peter got a job.,-0.97985
LI,,,34.4.boskovic.4d.g.02,Laurie believed that Eric won the gold medal and Sally that Eric won the silver medal.,-0.42193
LI,,,34.4.boskovic.4d.g.03,Ernie believed that Jackie passed the test and Louie that Jackie got an A.,-0.30175
LI,,,34.4.boskovic.4d.g.04,Donald believed that Joe finished his homework and that Dewey Joe took a nap.,-0.12997
LI,,,34.4.boskovic.4d.g.05,Sarah believed that Daniel grew a few inches and Richard that Daniel gained some weight.,-0.49056
LI,,,34.4.boskovic.4d.g.06,Raymond believed that Amy practiced her music and Danielle that Amy won a competition.,-0.19975
LI,,,34.4.boskovic.4d.g.07,Matt believed that Ben read a book and Lilly that Ben watched a movie.,-0.55033
LI,,,34.4.boskovic.4d.g.08,Mary believed that Tommy drank his milk and Brandon that Tommy ate the vegetables.,-0.58436
LI,,,34.4.boskovic.4e.g.01,"That John likes Mary, Jane didn't believe.",-0.5045
LI,,,34.4.boskovic.4e.g.02,"That Chris hates vegetables, Helen didn't believe.",-0.53793
LI,,,34.4.boskovic.4e.g.03,"That Mike pushed the little girl, Bianca didn't believe.",-0.53149
LI,,,34.4.boskovic.4e.g.04,"That Emma ate the whole cake, her mother didn't believe.",-0.31709
LI,,,34.4.boskovic.4e.g.05,"That Debbie cheated on her husband, her friends didn't believe.",-0.32373
LI,,,34.4.boskovic.4e.g.06,"That Leonard drank the whole bottle, Michael didn't believe.",-0.79536
LI,,,34.4.boskovic.4e.g.07,"That Wesley stole the shirt, his girlfriend didn't believe.",-0.95684
LI,,,34.4.boskovic.4e.g.08,"That Addison bit the boy, Jena didn't believe.",-0.65191
LI,,,34.4.boskovic.7a.??.01,What did they believe at that time that Peter fixed?,-0.34684
LI,alternative parse: 'that' heads RC modifying 'time',‘the time'→ 'that time';,34.4.boskovic.7a.??.02,What did they think at the time that Anthony ate?,-0.33781
LI,alternative parse: 'that' heads RC modifying 'time',‘the'→ 'that'; ,34.4.boskovic.7a.??.03,What did the children say at the time that the band played?,0.812564
LI,,‘the time' → 'that time',34.4.boskovic.7a.??.04,What did the audience claim at the time that the host promised?,-0.72628
LI,alternative parse: 'that' heads RC modifying 'time',‘the' → 'that';   missing comma,34.4.boskovic.7a.??.05,What did the students claim at that time that the teacher said?,-0.39213
LI,,,34.4.boskovic.7a.??.06,What did the police say at that time that the thieves stole?,-0.38898
LI,,,34.4.boskovic.7a.??.07,What did they think at that time that the customer bought?,-0.63398
LI,,,34.4.boskovic.7a.??.08,What did the art critic believe at the time that Pablo painted?,0.101086
LI,,,34.4.boskovic.7c.g.01,"At that time, what did they believe that Peter fixed?",-0.26104
LI,,,34.4.boskovic.7c.g.02,"At that time, what did they think that Anthony ate?",0.321102
LI,,,34.4.boskovic.7c.g.03,"At that time, what did the children say that the band played?",-0.02715
LI,,,34.4.boskovic.7c.g.04,"At that time, what did the audience claim that the host promised?",-0.03243
LI,,,34.4.boskovic.7c.g.05,"At that time, what did the students claim that the teacher said?",-0.06799
LI,,,34.4.boskovic.7c.g.06,"At that time, what did the police say that the thieves stole?",0.18575
LI,,,34.4.boskovic.7c.g.07,"At that time, what did they think that the customer bought?",0.312198
LI,,,34.4.boskovic.7c.g.08,At that time what did the art critic believe that Pablo painted?,0.31883
LI,,,34.4.haegeman.2a.*.01,This is the man who I think that will buy your house next year.,0.023133
LI,,,34.4.haegeman.2a.*.02,This is the girl who I think that will babysit your child next Thursday.,-0.09849
LI,,,34.4.haegeman.2a.*.03,This is the women who I think that will replace the manager.,-0.01321
LI,,,34.4.haegeman.2a.*.04,This is the teacher who I think that will tutor your son after school.,0.127454
LI,,,34.4.haegeman.2a.*.05,This is the student who I think that will copy from you during the exam.,-0.3561
LI,,,34.4.haegeman.2a.*.06,This is the doctor who I think that will cure your sister.,0.418112
LI,,,34.4.haegeman.2a.*.07,This is the lawyer who I think that will represent your husband at trial.,0.095433
LI,,,34.4.haegeman.2a.*.08,This is the child who I think that will walk your dog.,-0.20643
LI,,,34.4.haegeman.2a.g.01,This is the man who I think will buy your house next year.,0.537237
LI,,,34.4.haegeman.2a.g.02,This is the girl who I think will babysit your child next Thursday.,0.56561
LI,,,34.4.haegeman.2a.g.03,This is the women who I think will replace the manager.,0.390026
LI,,,34.4.haegeman.2a.g.04,This is the teacher who I think will tutor your son after school.,0.316749
LI,,,34.4.haegeman.2a.g.05,This is the student who I think will copy from you during the exam.,-0.00571
LI,,,34.4.haegeman.2a.g.06,This is the doctor who I think will cure your sister.,0.827939
LI,,,34.4.haegeman.2a.g.07,This is the lawyer who I think will represent your husband at trial.,0.631356
LI,,,34.4.haegeman.2a.g.08,This is the child who I think will walk your dog.,0.55334
LI,,,34.4.lasnik.10a.*.01,"Angela wondered how John managed to cook, but it's not clear what food.",-0.21799
LI,,,34.4.lasnik.10a.*.02,"Sarah wondered why Dan tried to drink, but it's not clear what beverage.",-0.16583
LI,,,34.4.lasnik.10a.*.03,"Eric wondered how Lisa learned to dance, but it's not clear what dance.",-0.0865
LI,,,34.4.lasnik.10a.*.04,"Matt wondered why Kelly hoped to win, but it's not clear what contest.",-0.17518
LI,,,34.4.lasnik.10a.*.05,"Sharon wondered why Amy hoped to read, but it's not clear what book.",-0.73515
LI,,,34.4.lasnik.10a.*.06,"Terry wondered how Cindy learned to swim, but it's not clear what stroke.",-0.53307
LI,,,34.4.lasnik.10a.*.07,"Mike wondered why Leslie tried to visit, but it's not clear what city.",-0.44224
LI,,,34.4.lasnik.10a.*.08,"Natalie wondered how William managed to pass, but it's not clear what class.",-0.15838
LI,,,34.4.lasnik.11a.g.01,"Angela wondered how John managed to cook a certain food, but it's not clear what food.",0.317241
LI,,,34.4.lasnik.11a.g.02,"Sarah wondered why Dan tried to drink a certain beverage, but it's not clear what beverage.",0.00021
LI,,,34.4.lasnik.11a.g.03,"Eric wondered how Lisa learned to dance a certain dance, but it's not clear what dance.",-0.00809
LI,,,34.4.lasnik.11a.g.04,"Matt wondered why Kelly hoped to win a certain contest, but it's not clear what contest.",0.13212
LI,,,34.4.lasnik.11a.g.05,"Sharon wondered why Amy hoped to read a certain book, but it's not clear what book.",0.549002
LI,,,34.4.lasnik.11a.g.06,"Terry wondered how Cindy learned to swim a certain stroke, but it's not clear what stroke.",-0.18382
LI,,,34.4.lasnik.11a.g.07,"Mike wondered why Leslie tried to visit a certain city, but it's not clear what city.",-0.07522
LI,,,34.4.lasnik.11a.g.08,"Natalie wondered how William managed to pass a certain class, but it's not clear what class.",0.261801
LI,,,35.1.beck.12b.*.01,Who did you believe a friend of satisfied?,-1.14046
LI,,,35.1.beck.12b.*.02,Who does the maid consider a neighbor of suspicious?,-0.75063
LI,,,35.1.beck.12b.*.03,Who does he consider a picture of precious?,-0.70661
LI,,,35.1.beck.12b.*.04,Who do they consider a teacher of geeky?,-0.94012
LI,,,35.1.beck.12b.*.05,Who does Dr. Parker consider a criticism of unjustified?,-0.92289
LI,,,35.1.beck.12b.*.06,Who does the committee consider a discussion of unwarranted?,-0.68993
LI,,,35.1.beck.12b.*.07,Who do our leaders consider an associate of untrustworthy?,-0.75352
LI,,,35.1.beck.12b.*.08,Who does my brother want a picture of displayed?,-0.44449
LI,,,35.1.beck.12b.g.01,I believed a friend of Andy satisfied.,-0.86244
LI,,,35.1.beck.12b.g.02,The maid considers a neighbor of Mary suspicious.,0.048799
LI,,,35.1.beck.12b.g.03,He considers a picture of Svetlana precious.,0.458532
LI,,,35.1.beck.12b.g.04,They consider a teacher of Chris geeky.,-0.70467
LI,,,35.1.beck.12b.g.05,Dr. Parker considers a criticism of Jane unjustified.,0.281221
LI,,,35.1.beck.12b.g.06,The committee considers a discussion of the dean unwarranted.,0.84782
LI,,,35.1.beck.12b.g.07,Our leaders consider an associate of Edwin untrustworthy.,0.431421
LI,,,35.1.beck.12b.g.08,My brother wants a picture of Reagan displayed.,0.751278
LI,,,35.1.bhatt.14a.*.01,Ralph is more than fit tall.,-0.96264
LI,,,35.1.bhatt.14a.*.02,Cassie is more than intelligent talented.,-1.12572
LI,,,35.1.bhatt.14a.*.03,Greg is more than angry relieved.,-0.90771
LI,,,35.1.bhatt.14a.*.04,Tom is more than afraid worried.,-0.62268
LI,,,35.1.bhatt.14a.*.05,Kayla is more than insulted grateful.,-1.05338
LI,,,35.1.bhatt.14a.*.06,Sam is more than hurt disappointed.,-0.29862
LI,,,35.1.bhatt.14a.*.07,Laura is more than nervous excited.,-0.61453
LI,,,35.1.bhatt.14a.*.08,Charles is more than intimidated impressed.,-0.93457
LI,,,35.1.bhatt.14cf.g.01,Ralph is more tall than fit.,0.715472
LI,,,35.1.bhatt.14cf.g.02,Cassie is more talented than intelligent.,0.67128
LI,,,35.1.bhatt.14cf.g.03,Greg is more relieved than angry.,0.911783
LI,,,35.1.bhatt.14cf.g.04,Tom is more worried than afraid.,1.122987
LI,,,35.1.bhatt.14cf.g.05,Kayla is more grateful than insulted.,0.626223
LI,,,35.1.bhatt.14cf.g.06,Sam is more disappointed than hurt.,1.158104
LI,,,35.1.bhatt.14cf.g.07,Laura is more excited than nervous.,0.894991
LI,,,35.1.bhatt.14cf.g.08,Charles is more impressed than intimidated.,1.260971
LI,,,35.1.bhatt.76b.*.01,I told you that Bill when we met will come to the party.,-1.05547
LI,,,35.1.bhatt.76b.*.02,I told you that Chris when we met will travel to France in December.,-1.0075
