dataset,notes,typo?,id,sentence,sent_length
LI,"[was meant to test possibility of null C following upstairs PP, but could equally be testing null C preceding downstairs PP]",,34.4.boskovic.3a.*.07,It seemed at that time Adam had been fired.,11
LI,"[was meant to test possibility of null C following upstairs PP, but could equally be testing null C preceding downstairs PP]",,34.4.boskovic.3a.*.08,It seemed at that time Robert had confessed.,10
LI,,,34.4.boskovic.3b.*.01,What the students believe is they will pass the exam.,12
LI,,,34.4.boskovic.3b.*.02,What the athletes believe is they will win the game.,12
LI,,,34.4.boskovic.3b.*.03,What the squirrels believe is they will find food.,11
LI,,,34.4.boskovic.3b.*.04,What the robbers believe is they will escape the cops.,12
LI,,,34.4.boskovic.3b.*.05,What the detectives believe is they will solve the case.,12
LI,,‘they' → 'the',34.4.boskovic.3b.*.06,What they children believe is they will get some candy.,12
LI,,,34.4.boskovic.3b.*.07,What the runners believe is they will win the race.,12
LI,,,34.4.boskovic.3b.*.08,What the police believe is they will catch the thief.,12
LI,,,34.4.boskovic.3c.*.01,They suspected and we believed Peter would visit the hospital.,12
LI,,,34.4.boskovic.3c.*.02,They believed and we thought Jamie would finish the assignment.,12
LI,,,34.4.boskovic.3c.*.03,They thought and we expected Charles would read his speech.,12
LI,,,34.4.boskovic.3c.*.04,They expected and we knew Courtney would ride the elephant.,12
LI,,,34.4.boskovic.3c.*.05,They knew and we saw Mark would skip work.,11
LI,,,34.4.boskovic.3c.*.06,They saw and we confirmed Andrea would present her artwork.,12
LI,,,34.4.boskovic.3c.*.07,They denied and we suspected Sean would buy the car.,12
LI,,,34.4.boskovic.3c.*.08,They affirmed but we denied Mary would tell the truth.,12
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.01,Mary believed Peter finished school and Bill Peter got a job.,13
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.02,Laurie believed Eric won the gold medal and Sally Eric won the silver medal.,16
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.03,Ernie believed Jackie passed the test and Louie Jackie got an A.,14
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],that Dewey'→'Dewey that',34.4.boskovic.3d.*.04,Donald believed Joe finished his homework and Dewey Joe took a nap.,14
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.05,Sarah believed Daniel grew a few inches and Richard Daniel gained some weight.,15
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.06,Raymond believed Amy practiced her music and Danielle Amy won a competition.,14
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.07,Matt believed Ben read a book and Lilly Ben watched a movie.,14
LI,[possible misparse as 1st+last name (or double first name)--the sort of problem seeing both members of the pair would clarify],,34.4.boskovic.3d.*.08,Mary believed Tommy drank his milk and Brandon Tommy ate the vegetables.,14
LI,,,34.4.boskovic.3e.*.01,"John likes Mary, Jane didn't believe.",8
LI,,,34.4.boskovic.3e.*.02,"Chris hates vegetables, Helen didn't believe.",8
LI,,,34.4.boskovic.3e.*.03,"Mike pushed the little girl, Bianca didn't believe.",10
LI,,,34.4.boskovic.3e.*.04,"Emma ate the whole cake, her mother didn't believe.",11
LI,,,34.4.boskovic.3e.*.05,"Debbie cheated on her husband, her friends didn't believe.",11
LI,,,34.4.boskovic.3e.*.06,"Leonard drank the whole bottle, Michael didn't believe.",10
LI,,,34.4.boskovic.3e.*.07,"Wesley stole the shirt, his girlfriend didn't believe.",10
LI,,,34.4.boskovic.3e.*.08,"Addison bit the boy, Jena didn't believe.",9
LI,,,34.4.boskovic.4a.g.01,It seemed at that time that David had left.,11
LI,,,34.4.boskovic.4a.g.02,It seemed at that time that Mark had quit.,11
LI,,,34.4.boskovic.4a.g.03,It seemed at that time that Michelle had won.,11
LI,,,34.4.boskovic.4a.g.04,It seemed at that time that Stacey had been hired.,12
LI,,,34.4.boskovic.4a.g.05,It seemed at that time that Tom had moved.,11
LI,,,34.4.boskovic.4a.g.06,It seemed at that time that Clara had been promoted.,12
LI,,,34.4.boskovic.4a.g.07,It seemed at that time that Adam had been fired.,12
LI,,,34.4.boskovic.4a.g.08,It seemed at that time that Robert had confessed.,11
LI,,,34.4.boskovic.4b.g.01,What the students believe is that they will pass the exam.,13
LI,,,34.4.boskovic.4b.g.02,What the athletes believe is that they will win the game.,13
LI,,,34.4.boskovic.4b.g.03,What the squirrels believe is that they will find food.,12
LI,,,34.4.boskovic.4b.g.04,What the robbers believe is that they will escape the cops.,13
LI,,,34.4.boskovic.4b.g.05,What the detectives believe is that they will solve the case.,13
LI,,,34.4.boskovic.4b.g.06,What they children believe is that they will get some candy.,13
LI,,,34.4.boskovic.4b.g.07,What the runners believe is that they will win the race.,13
LI,,,34.4.boskovic.4b.g.08,What the police believe is that they will catch the thief.,13
LI,,missing 'that'!,34.4.boskovic.4c.g.01,They suspected and we believed Peter would visit the hospital.,12
LI,,,34.4.boskovic.4c.g.02,They believed and we thought that Jamie would finish the assignment.,13
LI,,,34.4.boskovic.4c.g.03,They thought and we expected that Charles would read his speech.,13
LI,,,34.4.boskovic.4c.g.04,They expected and we knew that Courtney would ride the elephant.,13
LI,,,34.4.boskovic.4c.g.05,They knew and we saw that Mark would skip work.,12
LI,,,34.4.boskovic.4c.g.06,They saw and we confirmed that Andrea would present her artwork.,13
LI,,,34.4.boskovic.4c.g.07,They denied and we suspected that Sean would buy the car.,13
LI,,,34.4.boskovic.4c.g.08,They affirmed but we denied that Mary would tell the truth.,13
LI,,,34.4.boskovic.4d.g.01,Mary believed that Peter finished school and Bill that Peter got a job.,15
LI,,,34.4.boskovic.4d.g.02,Laurie believed that Eric won the gold medal and Sally that Eric won the silver medal.,18
LI,,,34.4.boskovic.4d.g.03,Ernie believed that Jackie passed the test and Louie that Jackie got an A.,16
LI,,,34.4.boskovic.4d.g.04,Donald believed that Joe finished his homework and that Dewey Joe took a nap.,16
LI,,,34.4.boskovic.4d.g.05,Sarah believed that Daniel grew a few inches and Richard that Daniel gained some weight.,17
LI,,,34.4.boskovic.4d.g.06,Raymond believed that Amy practiced her music and Danielle that Amy won a competition.,16
LI,,,34.4.boskovic.4d.g.07,Matt believed that Ben read a book and Lilly that Ben watched a movie.,16
LI,,,34.4.boskovic.4d.g.08,Mary believed that Tommy drank his milk and Brandon that Tommy ate the vegetables.,16
LI,,,34.4.boskovic.4e.g.01,"That John likes Mary, Jane didn't believe.",9
LI,,,34.4.boskovic.4e.g.02,"That Chris hates vegetables, Helen didn't believe.",9
LI,,,34.4.boskovic.4e.g.03,"That Mike pushed the little girl, Bianca didn't believe.",11
LI,,,34.4.boskovic.4e.g.04,"That Emma ate the whole cake, her mother didn't believe.",12
LI,,,34.4.boskovic.4e.g.05,"That Debbie cheated on her husband, her friends didn't believe.",12
LI,,,34.4.boskovic.4e.g.06,"That Leonard drank the whole bottle, Michael didn't believe.",11
LI,,,34.4.boskovic.4e.g.07,"That Wesley stole the shirt, his girlfriend didn't believe.",11
LI,,,34.4.boskovic.4e.g.08,"That Addison bit the boy, Jena didn't believe.",10
LI,,,34.4.boskovic.7a.??.01,What did they believe at that time that Peter fixed?,12
LI,alternative parse: 'that' heads RC modifying 'time',‘the time'→ 'that time';,34.4.boskovic.7a.??.02,What did they think at the time that Anthony ate?,12
LI,alternative parse: 'that' heads RC modifying 'time',‘the'→ 'that'; ,34.4.boskovic.7a.??.03,What did the children say at the time that the band played?,14
LI,,‘the time' → 'that time',34.4.boskovic.7a.??.04,What did the audience claim at the time that the host promised?,14
LI,alternative parse: 'that' heads RC modifying 'time',‘the' → 'that';   missing comma,34.4.boskovic.7a.??.05,What did the students claim at that time that the teacher said?,14
LI,,,34.4.boskovic.7a.??.06,What did the police say at that time that the thieves stole?,14
LI,,,34.4.boskovic.7a.??.07,What did they think at that time that the customer bought?,13
LI,,,34.4.boskovic.7a.??.08,What did the art critic believe at the time that Pablo painted?,14
LI,,,34.4.boskovic.7c.g.01,"At that time, what did they believe that Peter fixed?",12
LI,,,34.4.boskovic.7c.g.02,"At that time, what did they think that Anthony ate?",12
LI,,,34.4.boskovic.7c.g.03,"At that time, what did the children say that the band played?",14
LI,,,34.4.boskovic.7c.g.04,"At that time, what did the audience claim that the host promised?",14
LI,,,34.4.boskovic.7c.g.05,"At that time, what did the students claim that the teacher said?",14
LI,,,34.4.boskovic.7c.g.06,"At that time, what did the police say that the thieves stole?",14
LI,,,34.4.boskovic.7c.g.07,"At that time, what did they think that the customer bought?",13
LI,,,34.4.boskovic.7c.g.08,At that time what did the art critic believe that Pablo painted?,14
LI,,,34.4.haegeman.2a.*.01,This is the man who I think that will buy your house next year.,16
LI,,,34.4.haegeman.2a.*.02,This is the girl who I think that will babysit your child next Thursday.,16
LI,,,34.4.haegeman.2a.*.03,This is the women who I think that will replace the manager.,14
LI,,,34.4.haegeman.2a.*.04,This is the teacher who I think that will tutor your son after school.,16
LI,,,34.4.haegeman.2a.*.05,This is the student who I think that will copy from you during the exam.,17
LI,,,34.4.haegeman.2a.*.06,This is the doctor who I think that will cure your sister.,14
LI,,,34.4.haegeman.2a.*.07,This is the lawyer who I think that will represent your husband at trial.,16
LI,,,34.4.haegeman.2a.*.08,This is the child who I think that will walk your dog.,14
LI,,,34.4.haegeman.2a.g.01,This is the man who I think will buy your house next year.,15
LI,,,34.4.haegeman.2a.g.02,This is the girl who I think will babysit your child next Thursday.,15
LI,,,34.4.haegeman.2a.g.03,This is the women who I think will replace the manager.,13
LI,,,34.4.haegeman.2a.g.04,This is the teacher who I think will tutor your son after school.,15
LI,,,34.4.haegeman.2a.g.05,This is the student who I think will copy from you during the exam.,16
LI,,,34.4.haegeman.2a.g.06,This is the doctor who I think will cure your sister.,13
LI,,,34.4.haegeman.2a.g.07,This is the lawyer who I think will represent your husband at trial.,15
LI,,,34.4.haegeman.2a.g.08,This is the child who I think will walk your dog.,13
LI,,,34.4.lasnik.10a.*.01,"Angela wondered how John managed to cook, but it's not clear what food.",15
LI,,,34.4.lasnik.10a.*.02,"Sarah wondered why Dan tried to drink, but it's not clear what beverage.",15
LI,,,34.4.lasnik.10a.*.03,"Eric wondered how Lisa learned to dance, but it's not clear what dance.",15
LI,,,34.4.lasnik.10a.*.04,"Matt wondered why Kelly hoped to win, but it's not clear what contest.",15
LI,,,34.4.lasnik.10a.*.05,"Sharon wondered why Amy hoped to read, but it's not clear what book.",15
LI,,,34.4.lasnik.10a.*.06,"Terry wondered how Cindy learned to swim, but it's not clear what stroke.",15
LI,,,34.4.lasnik.10a.*.07,"Mike wondered why Leslie tried to visit, but it's not clear what city.",15
LI,,,34.4.lasnik.10a.*.08,"Natalie wondered how William managed to pass, but it's not clear what class.",15
LI,,,34.4.lasnik.11a.g.01,"Angela wondered how John managed to cook a certain food, but it's not clear what food.",18
LI,,,34.4.lasnik.11a.g.02,"Sarah wondered why Dan tried to drink a certain beverage, but it's not clear what beverage.",18
LI,,,34.4.lasnik.11a.g.03,"Eric wondered how Lisa learned to dance a certain dance, but it's not clear what dance.",18
LI,,,34.4.lasnik.11a.g.04,"Matt wondered why Kelly hoped to win a certain contest, but it's not clear what contest.",18
LI,,,34.4.lasnik.11a.g.05,"Sharon wondered why Amy hoped to read a certain book, but it's not clear what book.",18
LI,,,34.4.lasnik.11a.g.06,"Terry wondered how Cindy learned to swim a certain stroke, but it's not clear what stroke.",18
LI,,,34.4.lasnik.11a.g.07,"Mike wondered why Leslie tried to visit a certain city, but it's not clear what city.",18
LI,,,34.4.lasnik.11a.g.08,"Natalie wondered how William managed to pass a certain class, but it's not clear what class.",18
LI,,,35.1.beck.12b.*.01,Who did you believe a friend of satisfied?,10
LI,,,35.1.beck.12b.*.02,Who does the maid consider a neighbor of suspicious?,11
LI,,,35.1.beck.12b.*.03,Who does he consider a picture of precious?,10
LI,,,35.1.beck.12b.*.04,Who do they consider a teacher of geeky?,10
LI,,,35.1.beck.12b.*.05,Who does Dr. Parker consider a criticism of unjustified?,11
LI,,,35.1.beck.12b.*.06,Who does the committee consider a discussion of unwarranted?,11
LI,,,35.1.beck.12b.*.07,Who do our leaders consider an associate of untrustworthy?,11
LI,,,35.1.beck.12b.*.08,Who does my brother want a picture of displayed?,11
LI,,,35.1.beck.12b.g.01,I believed a friend of Andy satisfied.,9
LI,,,35.1.beck.12b.g.02,The maid considers a neighbor of Mary suspicious.,10
LI,,,35.1.beck.12b.g.03,He considers a picture of Svetlana precious.,9
LI,,,35.1.beck.12b.g.04,They consider a teacher of Chris geeky.,9
LI,,,35.1.beck.12b.g.05,Dr. Parker considers a criticism of Jane unjustified.,10
LI,,,35.1.beck.12b.g.06,The committee considers a discussion of the dean unwarranted.,11
LI,,,35.1.beck.12b.g.07,Our leaders consider an associate of Edwin untrustworthy.,10
LI,,,35.1.beck.12b.g.08,My brother wants a picture of Reagan displayed.,10
LI,,,35.1.bhatt.14a.*.01,Ralph is more than fit tall.,8
LI,,,35.1.bhatt.14a.*.02,Cassie is more than intelligent talented.,8
LI,,,35.1.bhatt.14a.*.03,Greg is more than angry relieved.,8
LI,,,35.1.bhatt.14a.*.04,Tom is more than afraid worried.,8
